target_date,decision_rule,model_probability,lower_bound_key,upper_bound_key,lower_bound_c,upper_bound_c,event_label,chronology_block,event_key,p_market,market_event_label,realised_yes,edge,rule_order
2026-04-12,6h_prior,0.0009090909090909,22.000000,23.000000,22.0,23.0,22°C,development_validation,22.000000|23.000000,0.0015,22°C,0,-0.0005909090909091,2
2026-04-12,6h_prior,0.0009090909090909,23.000000,24.000000,23.0,24.0,23°C,development_validation,23.000000|24.000000,0.0015,23°C,0,-0.0005909090909091,2
2026-04-12,6h_prior,0.0009090909090909,24.000000,25.000000,24.0,25.0,24°C,development_validation,24.000000|25.000000,0.0015,24°C,0,-0.0005909090909091,2
2026-04-12,6h_prior,0.0009090909090909,25.000000,26.000000,25.0,26.0,25°C,development_validation,25.000000|26.000000,0.0015,25°C,0,-0.0005909090909091,2
2026-04-12,6h_prior,0.0809090909090909,26.000000,27.000000,26.0,27.0,26°C,development_validation,26.000000|27.000000,0.019,26°C,0,0.0619090909090909,2
2026-04-12,6h_prior,0.1409090909090909,27.000000,28.000000,27.0,28.0,27°C,development_validation,27.000000|28.000000,0.2405,27°C,0,-0.09959090909090909,2
2026-04-12,6h_prior,0.5009090909090909,28.000000,29.000000,28.0,29.0,28°C,development_validation,28.000000|29.000000,0.455,28°C,1,0.045909090909090844,2
2026-04-12,6h_prior,0.2209090909090909,29.000000,30.000000,29.0,30.0,29°C,development_validation,29.000000|30.000000,0.235,29°C,0,-0.014090909090909098,2
2026-04-12,6h_prior,0.0509090909090909,30.000000,inf,30.0,,30°C or higher,development_validation,30.000000|inf,0.105,30°C or higher,0,-0.0540909090909091,2
2026-04-12,event_day_open,0.0009090909090909,-inf,21.000000,,21.0,20°C or below,development_validation,-inf|21.000000,0.0005,20°C or below,0,0.00040909090909089997,3
2026-04-12,event_day_open,0.0009090909090909,21.000000,22.000000,21.0,22.0,21°C,development_validation,21.000000|22.000000,0.0005,21°C,0,0.00040909090909089997,3
2026-04-12,event_day_open,0.0009090909090909,22.000000,23.000000,22.0,23.0,22°C,development_validation,22.000000|23.000000,0.0015,22°C,0,-0.0005909090909091,3
2026-04-12,event_day_open,0.0009090909090909,23.000000,24.000000,23.0,24.0,23°C,development_validation,23.000000|24.000000,0.0005,23°C,0,0.00040909090909089997,3
2026-04-12,event_day_open,0.0009090909090909,24.000000,25.000000,24.0,25.0,24°C,development_validation,24.000000|25.000000,0.0005,24°C,0,0.00040909090909089997,3
2026-04-12,event_day_open,0.0009090909090909,25.000000,26.000000,25.0,26.0,25°C,development_validation,25.000000|26.000000,0.0015,25°C,0,-0.0005909090909091,3
2026-04-12,event_day_open,0.0809090909090909,26.000000,27.000000,26.0,27.0,26°C,development_validation,26.000000|27.000000,0.036,26°C,0,0.044909090909090905,3
2026-04-12,event_day_open,0.1909090909090909,27.000000,28.000000,27.0,28.0,27°C,development_validation,27.000000|28.000000,0.244,27°C,0,-0.053090909090909105,3
2026-04-12,event_day_open,0.4709090909090909,28.000000,29.000000,28.0,29.0,28°C,development_validation,28.000000|29.000000,0.48,28°C,1,-0.009090909090909094,3
2026-04-12,event_day_open,0.2109090909090909,29.000000,30.000000,29.0,30.0,29°C,development_validation,29.000000|30.000000,0.23,29°C,0,-0.019090909090909103,3
2026-04-12,event_day_open,0.0409090909090909,30.000000,inf,30.0,,30°C or higher,development_validation,30.000000|inf,0.105,30°C or higher,0,-0.06409090909090909,3
2026-04-13,12h_prior,0.0009090909090909,-inf,22.000000,,22.0,21°C or below,development_validation,-inf|22.000000,0.001,21°C or below,0,-9.090909090910004e-05,1
2026-04-13,12h_prior,0.0009090909090909,22.000000,23.000000,22.0,23.0,22°C,development_validation,22.000000|23.000000,0.0005,22°C,0,0.00040909090909089997,1
2026-04-13,12h_prior,0.0009090909090909,23.000000,24.000000,23.0,24.0,23°C,development_validation,23.000000|24.000000,0.0025,23°C,0,-0.0015909090909091,1
2026-04-13,12h_prior,0.0009090909090909,24.000000,25.000000,24.0,25.0,24°C,development_validation,24.000000|25.000000,0.0025,24°C,0,-0.0015909090909091,1
2026-04-13,12h_prior,0.0109090909090909,25.000000,26.000000,25.0,26.0,25°C,development_validation,25.000000|26.000000,0.0025,25°C,0,0.008409090909090899,1
2026-04-13,12h_prior,0.0709090909090909,26.000000,27.000000,26.0,27.0,26°C,development_validation,26.000000|27.000000,0.0445,26°C,0,0.026409090909090896,1
2026-04-13,12h_prior,0.2009090909090909,27.000000,28.000000,27.0,28.0,27°C,development_validation,27.000000|28.000000,0.2,27°C,0,0.0009090909090908872,1
2026-04-13,12h_prior,0.4809090909090909,28.000000,29.000000,28.0,29.0,28°C,development_validation,28.000000|29.000000,0.315,28°C,0,0.1659090909090909,1
2026-04-13,12h_prior,0.2009090909090909,29.000000,30.000000,29.0,30.0,29°C,development_validation,29.000000|30.000000,0.285,29°C,1,-0.08409090909090908,1
2026-04-13,12h_prior,0.0309090909090909,30.000000,31.000000,30.0,31.0,30°C,development_validation,30.000000|31.000000,0.14,30°C,0,-0.10909090909090911,1
2026-04-13,12h_prior,0.0009090909090909,31.000000,inf,31.0,,31°C or higher,development_validation,31.000000|inf,0.055,31°C or higher,0,-0.0540909090909091,1
2026-04-13,24h_prior,0.0009090909090909,-inf,22.000000,,22.0,21°C or below,development_validation,-inf|22.000000,0.003,21°C or below,0,-0.0020909090909091,0
2026-04-13,24h_prior,0.0009090909090909,22.000000,23.000000,22.0,23.0,22°C,development_validation,22.000000|23.000000,0.0015,22°C,0,-0.0005909090909091,0
2026-04-13,24h_prior,0.0009090909090909,23.000000,24.000000,23.0,24.0,23°C,development_validation,23.000000|24.000000,0.0015,23°C,0,-0.0005909090909091,0
2026-04-13,24h_prior,0.0009090909090909,24.000000,25.000000,24.0,25.0,24°C,development_validation,24.000000|25.000000,0.002,24°C,0,-0.0010909090909091,0
2026-04-13,24h_prior,0.0009090909090909,25.000000,26.000000,25.0,26.0,25°C,development_validation,25.000000|26.000000,0.0025,25°C,0,-0.0015909090909091,0
2026-04-13,24h_prior,0.0809090909090909,26.000000,27.000000,26.0,27.0,26°C,development_validation,26.000000|27.000000,0.0455,26°C,0,0.035409090909090904,0
2026-04-13,24h_prior,0.1909090909090909,27.000000,28.000000,27.0,28.0,27°C,development_validation,27.000000|28.000000,0.1635,27°C,0,0.027409090909090883,0
2026-04-13,24h_prior,0.4709090909090909,28.000000,29.000000,28.0,29.0,28°C,development_validation,28.000000|29.000000,0.335,28°C,0,0.13590909090909087,0
2026-04-13,24h_prior,0.2109090909090909,29.000000,30.000000,29.0,30.0,29°C,development_validation,29.000000|30.000000,0.355,29°C,1,-0.14409090909090908,0
2026-04-13,24h_prior,0.0409090909090909,30.000000,31.000000,30.0,31.0,30°C,development_validation,30.000000|31.000000,0.125,30°C,0,-0.0840909090909091,0
2026-04-13,24h_prior,0.0009090909090909,31.000000,inf,31.0,,31°C or higher,development_validation,31.000000|inf,0.065,31°C or higher,0,-0.0640909090909091,0
2026-04-13,6h_prior,0.0009090909090909,-inf,22.000000,,22.0,21°C or below,development_validation,-inf|22.000000,0.0005,21°C or below,0,0.00040909090909089997,2
2026-04-13,6h_prior,0.0009090909090909,22.000000,23.000000,22.0,23.0,22°C,development_validation,22.000000|23.000000,0.0015,22°C,0,-0.0005909090909091,2
2026-04-13,6h_prior,0.0009090909090909,23.000000,24.000000,23.0,24.0,23°C,development_validation,23.000000|24.000000,0.0015,23°C,0,-0.0005909090909091,2
2026-04-13,6h_prior,0.0009090909090909,24.000000,25.000000,24.0,25.0,24°C,development_validation,24.000000|25.000000,0.0025,24°C,0,-0.0015909090909091,2
2026-04-13,6h_prior,0.0009090909090909,25.000000,26.000000,25.0,26.0,25°C,development_validation,25.000000|26.000000,0.0015,25°C,0,-0.0005909090909091,2
2026-04-13,6h_prior,0.0809090909090909,26.000000,27.000000,26.0,27.0,26°C,development_validation,26.000000|27.000000,0.017,26°C,0,0.0639090909090909,2
2026-04-13,6h_prior,0.1909090909090909,27.000000,28.000000,27.0,28.0,27°C,development_validation,27.000000|28.000000,0.2,27°C,0,-0.009090909090909122,2
2026-04-13,6h_prior,0.4709090909090909,28.000000,29.000000,28.0,29.0,28°C,development_validation,28.000000|29.000000,0.475,28°C,0,-0.0040909090909090895,2
2026-04-13,6h_prior,0.2109090909090909,29.000000,30.000000,29.0,30.0,29°C,development_validation,29.000000|30.000000,0.285,29°C,1,-0.07409090909090907,2
2026-04-13,6h_prior,0.0409090909090909,30.000000,31.000000,30.0,31.0,30°C,development_validation,30.000000|31.000000,0.155,30°C,0,-0.1140909090909091,2
2026-04-13,6h_prior,0.0009090909090909,31.000000,inf,31.0,,31°C or higher,development_validation,31.000000|inf,0.035,31°C or higher,0,-0.0340909090909091,2
2026-04-13,event_day_open,0.0009090909090909,-inf,22.000000,,22.0,21°C or below,development_validation,-inf|22.000000,0.0005,21°C or below,0,0.00040909090909089997,3
2026-04-13,event_day_open,0.0009090909090909,22.000000,23.000000,22.0,23.0,22°C,development_validation,22.000000|23.000000,0.0015,22°C,0,-0.0005909090909091,3
2026-04-13,event_day_open,0.0009090909090909,23.000000,24.000000,23.0,24.0,23°C,development_validation,23.000000|24.000000,0.002,23°C,0,-0.0010909090909091,3
2026-04-13,event_day_open,0.0009090909090909,24.000000,25.000000,24.0,25.0,24°C,development_validation,24.000000|25.000000,0.0025,24°C,0,-0.0015909090909091,3
2026-04-13,event_day_open,0.0109090909090909,25.000000,26.000000,25.0,26.0,25°C,development_validation,25.000000|26.000000,0.004,25°C,0,0.0069090909090908995,3
2026-04-13,event_day_open,0.0709090909090909,26.000000,27.000000,26.0,27.0,26°C,development_validation,26.000000|27.000000,0.0175,26°C,0,0.05340909090909089,3
2026-04-13,event_day_open,0.2009090909090909,27.000000,28.000000,27.0,28.0,27°C,development_validation,27.000000|28.000000,0.2,27°C,0,0.0009090909090908872,3
2026-04-13,event_day_open,0.4809090909090909,28.000000,29.000000,28.0,29.0,28°C,development_validation,28.000000|29.000000,0.475,28°C,0,0.005909090909090919,3
2026-04-13,event_day_open,0.2009090909090909,29.000000,30.000000,29.0,30.0,29°C,development_validation,29.000000|30.000000,0.435,29°C,1,-0.2340909090909091,3
2026-04-13,event_day_open,0.0309090909090909,30.000000,31.000000,30.0,31.0,30°C,development_validation,30.000000|31.000000,0.0745,30°C,0,-0.0435909090909091,3
2026-04-13,event_day_open,0.0009090909090909,31.000000,inf,31.0,,31°C or higher,development_validation,31.000000|inf,0.0255,31°C or higher,0,-0.024590909090909097,3
2026-04-15,12h_prior,0.0009090909090909,-inf,21.000000,,21.0,20°C or below,development_validation,-inf|21.000000,0.0005,20°C or below,0,0.00040909090909089997,1
2026-04-15,12h_prior,0.0009090909090909,21.000000,22.000000,21.0,22.0,21°C,development_validation,21.000000|22.000000,0.003,21°C,0,-0.0020909090909091,1
2026-04-15,12h_prior,0.0009090909090909,22.000000,23.000000,22.0,23.0,22°C,development_validation,22.000000|23.000000,0.002,22°C,0,-0.0010909090909091,1
2026-04-15,12h_prior,0.0009090909090909,23.000000,24.000000,23.0,24.0,23°C,development_validation,23.000000|24.000000,0.0015,23°C,0,-0.0005909090909091,1
2026-04-15,12h_prior,0.0009090909090909,24.000000,25.000000,24.0,25.0,24°C,development_validation,24.000000|25.000000,0.0125,24°C,0,-0.011590909090909101,1
2026-04-15,12h_prior,0.0009090909090909,25.000000,26.000000,25.0,26.0,25°C,development_validation,25.000000|26.000000,0.007,25°C,0,-0.0060909090909091,1
2026-04-15,12h_prior,0.0809090909090909,26.000000,27.000000,26.0,27.0,26°C,development_validation,26.000000|27.000000,0.04,26°C,0,0.0409090909090909,1
2026-04-15,12h_prior,0.1009090909090909,27.000000,28.000000,27.0,28.0,27°C,development_validation,27.000000|28.000000,0.06,27°C,0,0.04090909090909091,1
2026-04-15,12h_prior,0.4809090909090909,28.000000,29.000000,28.0,29.0,28°C,development_validation,28.000000|29.000000,0.255,28°C,1,0.2259090909090909,1
2026-04-15,12h_prior,0.2709090909090909,29.000000,30.000000,29.0,30.0,29°C,development_validation,29.000000|30.000000,0.425,29°C,0,-0.1540909090909091,1
2026-04-15,12h_prior,0.0609090909090909,30.000000,inf,30.0,,30°C or higher,development_validation,30.000000|inf,0.18,30°C or higher,0,-0.1190909090909091,1
2026-04-15,24h_prior,0.0009090909090909,-inf,21.000000,,21.0,20°C or below,development_validation,-inf|21.000000,0.0005,20°C or below,0,0.00040909090909089997,0
2026-04-15,24h_prior,0.0009090909090909,21.000000,22.000000,21.0,22.0,21°C,development_validation,21.000000|22.000000,0.0015,21°C,0,-0.0005909090909091,0
2026-04-15,24h_prior,0.0009090909090909,22.000000,23.000000,22.0,23.0,22°C,development_validation,22.000000|23.000000,0.0035,22°C,0,-0.0025909090909091003,0
2026-04-15,24h_prior,0.0009090909090909,23.000000,24.000000,23.0,24.0,23°C,development_validation,23.000000|24.000000,0.0025,23°C,0,-0.0015909090909091,0
2026-04-15,24h_prior,0.0009090909090909,24.000000,25.000000,24.0,25.0,24°C,development_validation,24.000000|25.000000,0.011,24°C,0,-0.0100909090909091,0
2026-04-15,24h_prior,0.0009090909090909,25.000000,26.000000,25.0,26.0,25°C,development_validation,25.000000|26.000000,0.006,25°C,0,-0.0050909090909091,0
2026-04-15,24h_prior,0.0809090909090909,26.000000,27.000000,26.0,27.0,26°C,development_validation,26.000000|27.000000,0.024,26°C,0,0.0569090909090909,0
2026-04-15,24h_prior,0.1409090909090909,27.000000,28.000000,27.0,28.0,27°C,development_validation,27.000000|28.000000,0.065,27°C,0,0.0759090909090909,0
2026-04-15,24h_prior,0.5009090909090909,28.000000,29.000000,28.0,29.0,28°C,development_validation,28.000000|29.000000,0.295,28°C,1,0.20590909090909087,0
2026-04-15,24h_prior,0.2209090909090909,29.000000,30.000000,29.0,30.0,29°C,development_validation,29.000000|30.000000,0.38,29°C,0,-0.15909090909090912,0
2026-04-15,24h_prior,0.0509090909090909,30.000000,inf,30.0,,30°C or higher,development_validation,30.000000|inf,0.285,30°C or higher,0,-0.23409090909090907,0
2026-04-15,6h_prior,0.0009090909090909,-inf,21.000000,,21.0,20°C or below,development_validation,-inf|21.000000,0.0005,20°C or below,0,0.00040909090909089997,2
2026-04-15,6h_prior,0.0009090909090909,21.000000,22.000000,21.0,22.0,21°C,development_validation,21.000000|22.000000,0.0005,21°C,0,0.00040909090909089997,2
2026-04-15,6h_prior,0.0009090909090909,22.000000,23.000000,22.0,23.0,22°C,development_validation,22.000000|23.000000,0.0005,22°C,0,0.00040909090909089997,2
2026-04-15,6h_prior,0.0009090909090909,23.000000,24.000000,23.0,24.0,23°C,development_validation,23.000000|24.000000,0.0005,23°C,0,0.00040909090909089997,2
2026-04-15,6h_prior,0.0009090909090909,24.000000,25.000000,24.0,25.0,24°C,development_validation,24.000000|25.000000,0.003,24°C,0,-0.0020909090909091,2
2026-04-15,6h_prior,0.0009090909090909,25.000000,26.000000,25.0,26.0,25°C,development_validation,25.000000|26.000000,0.007,25°C,0,-0.0060909090909091,2
2026-04-15,6h_prior,0.0409090909090909,26.000000,27.000000,26.0,27.0,26°C,development_validation,26.000000|27.000000,0.008,26°C,0,0.0329090909090909,2
2026-04-15,6h_prior,0.0709090909090909,27.000000,28.000000,27.0,28.0,27°C,development_validation,27.000000|28.000000,0.06,27°C,0,0.010909090909090896,2
2026-04-15,6h_prior,0.3609090909090909,28.000000,29.000000,28.0,29.0,28°C,development_validation,28.000000|29.000000,0.4,28°C,1,-0.03909090909090912,2
2026-04-15,6h_prior,0.3909090909090909,29.000000,30.000000,29.0,30.0,29°C,development_validation,29.000000|30.000000,0.39,29°C,0,0.0009090909090908594,2
2026-04-15,6h_prior,0.1309090909090909,30.000000,inf,30.0,,30°C or higher,development_validation,30.000000|inf,0.155,30°C or higher,0,-0.024090909090909107,2
2026-04-15,event_day_open,0.0009090909090909,-inf,21.000000,,21.0,20°C or below,development_validation,-inf|21.000000,0.0005,20°C or below,0,0.00040909090909089997,3
2026-04-15,event_day_open,0.0009090909090909,21.000000,22.000000,21.0,22.0,21°C,development_validation,21.000000|22.000000,0.0005,21°C,0,0.00040909090909089997,3
2026-04-15,event_day_open,0.0009090909090909,22.000000,23.000000,22.0,23.0,22°C,development_validation,22.000000|23.000000,0.0005,22°C,0,0.00040909090909089997,3
2026-04-15,event_day_open,0.0009090909090909,23.000000,24.000000,23.0,24.0,23°C,development_validation,23.000000|24.000000,0.0005,23°C,0,0.00040909090909089997,3
2026-04-15,event_day_open,0.0009090909090909,24.000000,25.000000,24.0,25.0,24°C,development_validation,24.000000|25.000000,0.003,24°C,0,-0.0020909090909091,3
2026-04-15,event_day_open,0.0209090909090909,25.000000,26.000000,25.0,26.0,25°C,development_validation,25.000000|26.000000,0.0015,25°C,0,0.0194090909090909,3
2026-04-15,event_day_open,0.0709090909090909,26.000000,27.000000,26.0,27.0,26°C,development_validation,26.000000|27.000000,0.006,26°C,0,0.06490909090909089,3
2026-04-15,event_day_open,0.3009090909090909,27.000000,28.000000,27.0,28.0,27°C,development_validation,27.000000|28.000000,0.0345,27°C,0,0.26640909090909093,3
2026-04-15,event_day_open,0.4409090909090908,28.000000,29.000000,28.0,29.0,28°C,development_validation,28.000000|29.000000,0.385,28°C,1,0.0559090909090908,3
2026-04-15,event_day_open,0.1509090909090909,29.000000,30.000000,29.0,30.0,29°C,development_validation,29.000000|30.000000,0.405,29°C,0,-0.25409090909090915,3
2026-04-15,event_day_open,0.0109090909090909,30.000000,inf,30.0,,30°C or higher,development_validation,30.000000|inf,0.205,30°C or higher,0,-0.1940909090909091,3
2026-04-19,12h_prior,0.0009090909090909,-inf,22.000000,,22.0,21°C or below,development_validation,-inf|22.000000,0.0015,21°C or below,0,-0.0005909090909091,1
2026-04-19,12h_prior,0.0009090909090909,22.000000,23.000000,22.0,23.0,22°C,development_validation,22.000000|23.000000,0.0015,22°C,0,-0.0005909090909091,1
2026-04-19,12h_prior,0.0009090909090909,23.000000,24.000000,23.0,24.0,23°C,development_validation,23.000000|24.000000,0.0015,23°C,0,-0.0005909090909091,1
2026-04-19,12h_prior,0.0009090909090909,24.000000,25.000000,24.0,25.0,24°C,development_validation,24.000000|25.000000,0.0025,24°C,0,-0.0015909090909091,1
2026-04-19,12h_prior,0.0009090909090909,25.000000,26.000000,25.0,26.0,25°C,development_validation,25.000000|26.000000,0.0065,25°C,0,-0.0055909090909090995,1
2026-04-19,12h_prior,0.0809090909090909,26.000000,27.000000,26.0,27.0,26°C,development_validation,26.000000|27.000000,0.0105,26°C,0,0.07040909090909091,1
2026-04-19,12h_prior,0.1909090909090909,27.000000,28.000000,27.0,28.0,27°C,development_validation,27.000000|28.000000,0.075,27°C,0,0.11590909090909089,1
2026-04-19,12h_prior,0.4709090909090909,28.000000,29.000000,28.0,29.0,28°C,development_validation,28.000000|29.000000,0.275,28°C,0,0.19590909090909087,1
2026-04-19,12h_prior,0.2109090909090909,29.000000,30.000000,29.0,30.0,29°C,development_validation,29.000000|30.000000,0.405,29°C,0,-0.19409090909090912,1
2026-04-19,12h_prior,0.0409090909090909,30.000000,31.000000,30.0,31.0,30°C,development_validation,30.000000|31.000000,0.145,30°C,1,-0.1040909090909091,1
2026-04-19,12h_prior,0.0009090909090909,31.000000,inf,31.0,,31°C or higher,development_validation,31.000000|inf,0.0455,31°C or higher,0,-0.0445909090909091,1
2026-04-19,24h_prior,0.0009090909090909,-inf,22.000000,,22.0,21°C or below,development_validation,-inf|22.000000,0.0015,21°C or below,0,-0.0005909090909091,0
2026-04-19,24h_prior,0.0009090909090909,22.000000,23.000000,22.0,23.0,22°C,development_validation,22.000000|23.000000,0.002,22°C,0,-0.0010909090909091,0
2026-04-19,24h_prior,0.0009090909090909,23.000000,24.000000,23.0,24.0,23°C,development_validation,23.000000|24.000000,0.004,23°C,0,-0.0030909090909091,0
2026-04-19,24h_prior,0.0009090909090909,24.000000,25.000000,24.0,25.0,24°C,development_validation,24.000000|25.000000,0.0055,24°C,0,-0.0045909090909090995,0
2026-04-19,24h_prior,0.0009090909090909,25.000000,26.000000,25.0,26.0,25°C,development_validation,25.000000|26.000000,0.0085,25°C,0,-0.0075909090909091,0
2026-04-19,24h_prior,0.0809090909090909,26.000000,27.000000,26.0,27.0,26°C,development_validation,26.000000|27.000000,0.0265,26°C,0,0.05440909090909091,0
2026-04-19,24h_prior,0.1409090909090909,27.000000,28.000000,27.0,28.0,27°C,development_validation,27.000000|28.000000,0.13,27°C,0,0.010909090909090896,0
2026-04-19,24h_prior,0.5009090909090909,28.000000,29.000000,28.0,29.0,28°C,development_validation,28.000000|29.000000,0.25,28°C,0,0.25090909090909086,0
2026-04-19,24h_prior,0.2209090909090909,29.000000,30.000000,29.0,30.0,29°C,development_validation,29.000000|30.000000,0.38,29°C,0,-0.15909090909090912,0
2026-04-19,24h_prior,0.0509090909090909,30.000000,31.000000,30.0,31.0,30°C,development_validation,30.000000|31.000000,0.15,30°C,1,-0.09909090909090909,0
2026-04-19,24h_prior,0.0009090909090909,31.000000,inf,31.0,,31°C or higher,development_validation,31.000000|inf,0.0395,31°C or higher,0,-0.0385909090909091,0
2026-04-19,6h_prior,0.0009090909090909,-inf,22.000000,,22.0,21°C or below,development_validation,-inf|22.000000,0.0025,21°C or below,0,-0.0015909090909091,2
2026-04-19,6h_prior,0.0009090909090909,22.000000,23.000000,22.0,23.0,22°C,development_validation,22.000000|23.000000,0.001,22°C,0,-9.090909090910004e-05,2
2026-04-19,6h_prior,0.0009090909090909,23.000000,24.000000,23.0,24.0,23°C,development_validation,23.000000|24.000000,0.002,23°C,0,-0.0010909090909091,2
2026-04-19,6h_prior,0.0009090909090909,24.000000,25.000000,24.0,25.0,24°C,development_validation,24.000000|25.000000,0.0015,24°C,0,-0.0005909090909091,2
2026-04-19,6h_prior,0.0009090909090909,25.000000,26.000000,25.0,26.0,25°C,development_validation,25.000000|26.000000,0.007,25°C,0,-0.0060909090909091,2
2026-04-19,6h_prior,0.0809090909090909,26.000000,27.000000,26.0,27.0,26°C,development_validation,26.000000|27.000000,0.007,26°C,0,0.0739090909090909,2
2026-04-19,6h_prior,0.1409090909090909,27.000000,28.000000,27.0,28.0,27°C,development_validation,27.000000|28.000000,0.045,27°C,0,0.0959090909090909,2
2026-04-19,6h_prior,0.5009090909090909,28.000000,29.000000,28.0,29.0,28°C,development_validation,28.000000|29.000000,0.335,28°C,0,0.16590909090909084,2
2026-04-19,6h_prior,0.2209090909090909,29.000000,30.000000,29.0,30.0,29°C,development_validation,29.000000|30.000000,0.465,29°C,0,-0.24409090909090914,2
2026-04-19,6h_prior,0.0509090909090909,30.000000,31.000000,30.0,31.0,30°C,development_validation,30.000000|31.000000,0.135,30°C,1,-0.0840909090909091,2
2026-04-19,6h_prior,0.0009090909090909,31.000000,inf,31.0,,31°C or higher,development_validation,31.000000|inf,0.02,31°C or higher,0,-0.0190909090909091,2
2026-04-19,event_day_open,0.0009090909090909,-inf,22.000000,,22.0,21°C or below,development_validation,-inf|22.000000,0.001,21°C or below,0,-9.090909090910004e-05,3
2026-04-19,event_day_open,0.0009090909090909,22.000000,23.000000,22.0,23.0,22°C,development_validation,22.000000|23.000000,0.0005,22°C,0,0.00040909090909089997,3
2026-04-19,event_day_open,0.0009090909090909,23.000000,24.000000,23.0,24.0,23°C,development_validation,23.000000|24.000000,0.0005,23°C,0,0.00040909090909089997,3
2026-04-19,event_day_open,0.0009090909090909,24.000000,25.000000,24.0,25.0,24°C,development_validation,24.000000|25.000000,0.003,24°C,0,-0.0020909090909091,3
2026-04-19,event_day_open,0.0009090909090909,25.000000,26.000000,25.0,26.0,25°C,development_validation,25.000000|26.000000,0.0015,25°C,0,-0.0005909090909091,3
