event_date,event_slug,event_title,event_id,event_url,market_id,market_slug,market_question,market_title,outcome_label_text,threshold_K,looks_upper_tail,looks_lower_tail,yes_token_id,clobTokenIds,outcomes,outcomePrices,resolvedOutcome,closed,active,volume,liquidity,createdAt,endDate,rule_text,event_description,event_resolutionSource,gamma_fetch_status,hko_tmax_C,hko_floor_bin_K,hko_source_label,hko_source_url,hko_parse_route,hko_outcome_available,Y_ge_K,Y_floor_bin_K,has_hko_rule_text,has_absolute_daily_max_rule_text,has_daily_extract_rule_text,has_one_decimal_rule_text,has_later_revision_exclusion,is_hko_highest_temp_family,empirical_role
2026-03-30,highest-temperature-in-hong-kong-on-march-30-2026,Highest temperature in Hong Kong on March 30?,322402,https://polymarket.com/event/highest-temperature-in-hong-kong-on-march-30-2026,1779626,highest-temperature-in-hong-kong-on-march-30-2026-29corhigher,Will the highest temperature in Hong Kong be 29°C or higher on March 30?,,"29°C or higher | Will the highest temperature in Hong Kong be 29°C or higher on March 30? | This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 30 Mar '26.

The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm

This market can not resolve to ""Yes"" until data for this date has been finalized.

The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. | highest-temperature-in-hong-kong-on-march-30-2026-29corhigher",29.0,True,False,36817019254300225147073208483379722731819261539088743846141453885362287802985,"[""36817019254300225147073208483379722731819261539088743846141453885362287802985"", ""115455245378202235368709456855591179893460850274535556144679548587589022563446""]","['Yes', 'No']","['0', '1']",,True,True,27248.083809000032,,2026-03-29T18:10:53.525225Z,2026-03-30T12:00:00Z,"This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 30 Mar '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. ","This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 30 Mar '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",,found,28.3,28,metob_plain,https://www.hko.gov.hk/wxinfo/pastwx/metob202603.htm,read_html_table_0,True,0.0,0.0,True,True,True,True,True,True,formally_certified_upper_tail_threshold
2026-04-01,highest-temperature-in-hong-kong-on-april-1-2026,Highest temperature in Hong Kong on April 1?,322442,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-1-2026,1779996,highest-temperature-in-hong-kong-on-april-1-2026-30corhigher,Will the highest temperature in Hong Kong be 30°C or higher on April 1?,,"30°C or higher | Will the highest temperature in Hong Kong be 30°C or higher on April 1? | This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 1 Apr '26.

The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm

This market can not resolve to ""Yes"" until data for this date has been finalized.

The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. | highest-temperature-in-hong-kong-on-april-1-2026-30corhigher",30.0,True,False,20796348205047967733869729627896331196596616742840951445748283819848266836944,"[""20796348205047967733869729627896331196596616742840951445748283819848266836944"", ""40975751249000527133819352295696764430655855932068855328511553709931889334029""]","['Yes', 'No']","['0', '1']",,True,True,9196.652400000003,,2026-03-29T18:15:19.109242Z,2026-04-01T12:00:00Z,"This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 1 Apr '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. ","This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 1 Apr '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",,found,27.3,27,metob_plain,https://www.hko.gov.hk/wxinfo/pastwx/metob202604.htm,read_html_table_0,True,0.0,0.0,True,True,True,True,True,True,formally_certified_upper_tail_threshold
2026-04-02,highest-temperature-in-hong-kong-on-april-2-2026,Highest temperature in Hong Kong on April 2?,322481,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-2-2026,1780356,highest-temperature-in-hong-kong-on-april-2-2026-28corhigher,Will the highest temperature in Hong Kong be 28°C or higher on April 2?,,"28°C or higher | Will the highest temperature in Hong Kong be 28°C or higher on April 2? | This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 2 Apr '26.

The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm

This market can not resolve to ""Yes"" until data for this date has been finalized.

The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. | highest-temperature-in-hong-kong-on-april-2-2026-28corhigher",28.0,True,False,90893194109927421143921342032808825774651261426004539401108520429107664351857,"[""90893194109927421143921342032808825774651261426004539401108520429107664351857"", ""16877493192828203307495374614861445673160860757956940835236210837576143923698""]","['Yes', 'No']","['0', '1']",,True,True,16669.611907999995,,2026-03-29T18:19:38.716228Z,2026-04-02T12:00:00Z,"This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 2 Apr '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. ","This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 2 Apr '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",,found,24.0,24,metob_plain,https://www.hko.gov.hk/wxinfo/pastwx/metob202604.htm,read_html_table_0,True,0.0,0.0,True,True,True,True,True,True,formally_certified_upper_tail_threshold
2026-04-03,highest-temperature-in-hong-kong-on-april-3-2026,Highest temperature in Hong Kong on April 3?,322532,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-3-2026,1780894,highest-temperature-in-hong-kong-on-april-3-2026-29corhigher,Will the highest temperature in Hong Kong be 29°C or higher on April 3?,,"29°C or higher | Will the highest temperature in Hong Kong be 29°C or higher on April 3? | This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 3 Apr '26.

The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm

This market can not resolve to ""Yes"" until data for this date has been finalized.

The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. | highest-temperature-in-hong-kong-on-april-3-2026-29corhigher",29.0,True,False,489214184373807034980491617899152617536116229064820840303179512944737917580,"[""489214184373807034980491617899152617536116229064820840303179512944737917580"", ""34133772122128673330812912932820154483152177703455607817931554409294104374150""]","['Yes', 'No']","['0', '1']",,True,True,16049.333191000003,,2026-03-29T18:24:14.073657Z,2026-04-03T12:00:00Z,"This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 3 Apr '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. ","This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 3 Apr '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",,found,27.1,27,metob_plain,https://www.hko.gov.hk/wxinfo/pastwx/metob202604.htm,read_html_table_0,True,0.0,0.0,True,True,True,True,True,True,formally_certified_upper_tail_threshold
2026-04-04,highest-temperature-in-hong-kong-on-april-4-2026,Highest temperature in Hong Kong on April 4?,322577,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-4-2026,1781320,highest-temperature-in-hong-kong-on-april-4-2026-29corhigher,Will the highest temperature in Hong Kong be 29°C or higher on April 4?,,"29°C or higher | Will the highest temperature in Hong Kong be 29°C or higher on April 4? | This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 4 Apr '26.

The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm

This market can not resolve to ""Yes"" until data for this date has been finalized.

The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. | highest-temperature-in-hong-kong-on-april-4-2026-29corhigher",29.0,True,False,2996870457162447764374213545916038777865761105147153068649138363626173049945,"[""2996870457162447764374213545916038777865761105147153068649138363626173049945"", ""110220185833115187724910129403751735991685464108625735763277759941236413135780""]","['Yes', 'No']","['0', '1']",,True,True,7423.269769999998,,2026-03-29T18:29:04.551825Z,2026-04-04T12:00:00Z,"This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 4 Apr '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. ","This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 4 Apr '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",,found,26.4,26,metob_plain,https://www.hko.gov.hk/wxinfo/pastwx/metob202604.htm,read_html_table_0,True,0.0,0.0,True,True,True,True,True,True,formally_certified_upper_tail_threshold
2026-04-05,highest-temperature-in-hong-kong-on-april-5-2026,Highest temperature in Hong Kong on April 5?,331891,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-5-2026,1815125,highest-temperature-in-hong-kong-on-april-5-2026-29corhigher,Will the highest temperature in Hong Kong be 29°C or higher on April 5?,,"29°C or higher | Will the highest temperature in Hong Kong be 29°C or higher on April 5? | This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 5 Apr '26.

The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm

This market can not resolve to ""Yes"" until data for this date has been finalized.

The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. | highest-temperature-in-hong-kong-on-april-5-2026-29corhigher",29.0,True,False,50409073537335131991936665136273430917848934617334036368110483089585055351802,"[""50409073537335131991936665136273430917848934617334036368110483089585055351802"", ""41595335869370890694485189476208616603704344054033004382969095620618445839848""]","['Yes', 'No']","['0', '1']",,True,True,27032.71588399999,,2026-04-01T10:01:24.737245Z,2026-04-05T12:00:00Z,"This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 5 Apr '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. ","This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 5 Apr '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",,found,25.7,25,metob_plain,https://www.hko.gov.hk/wxinfo/pastwx/metob202604.htm,read_html_table_0,True,0.0,0.0,True,True,True,True,True,True,formally_certified_upper_tail_threshold
2026-04-06,highest-temperature-in-hong-kong-on-april-6-2026,Highest temperature in Hong Kong on April 6?,335435,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-6-2026,1827309,highest-temperature-in-hong-kong-on-april-6-2026-30corhigher,Will the highest temperature in Hong Kong be 30°C or higher on April 6?,,"30°C or higher | Will the highest temperature in Hong Kong be 30°C or higher on April 6? | This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 6 Apr '26.

The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm

This market can not resolve to ""Yes"" until data for this date has been finalized.

The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. | highest-temperature-in-hong-kong-on-april-6-2026-30corhigher",30.0,True,False,43382942576271247142441321003283693526286321866069317184823908186687599298419,"[""43382942576271247142441321003283693526286321866069317184823908186687599298419"", ""2083789332862001459689687846111886867163842168465074837229890250675087180725""]","['Yes', 'No']","['0', '1']",,True,True,8497.285318999999,,2026-04-02T10:01:21.479347Z,2026-04-06T12:00:00Z,"This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 6 Apr '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. ","This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 6 Apr '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",,found,28.1,28,metob_plain,https://www.hko.gov.hk/wxinfo/pastwx/metob202604.htm,read_html_table_0,True,0.0,0.0,True,True,True,True,True,True,formally_certified_upper_tail_threshold
2026-04-07,highest-temperature-in-hong-kong-on-april-7-2026,Highest temperature in Hong Kong on April 7?,339087,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-7-2026,1842913,highest-temperature-in-hong-kong-on-april-7-2026-30corhigher,Will the highest temperature in Hong Kong be 30°C or higher on April 7?,,"30°C or higher | Will the highest temperature in Hong Kong be 30°C or higher on April 7? | This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 7 Apr '26.

The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm

This market can not resolve to ""Yes"" until data for this date has been finalized.

The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. | highest-temperature-in-hong-kong-on-april-7-2026-30corhigher",30.0,True,False,76937541284970235713946827721430827942510392819625643067124039675409412469066,"[""76937541284970235713946827721430827942510392819625643067124039675409412469066"", ""35653917606551186349881815598517542662581722527741879183831621421118190070140""]","['Yes', 'No']","['0', '1']",,True,True,12086.842206999998,,2026-04-03T10:01:31.804101Z,2026-04-07T12:00:00Z,"This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 7 Apr '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. ","This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 7 Apr '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",,found,29.2,29,metob_plain,https://www.hko.gov.hk/wxinfo/pastwx/metob202604.htm,read_html_table_0,True,0.0,0.0,True,True,True,True,True,True,formally_certified_upper_tail_threshold
2026-04-08,highest-temperature-in-hong-kong-on-april-8-2026,Highest temperature in Hong Kong on April 8?,341815,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-8-2026,1854652,highest-temperature-in-hong-kong-on-april-8-2026-29corhigher,Will the highest temperature in Hong Kong be 29°C or higher on April 8?,,"29°C or higher | Will the highest temperature in Hong Kong be 29°C or higher on April 8? | This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 8 Apr '26.

The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm

This market can not resolve to ""Yes"" until data for this date has been finalized.

The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. | highest-temperature-in-hong-kong-on-april-8-2026-29corhigher",29.0,True,False,72421226166215323078283475544953456189032019019011364844757743363733192096580,"[""72421226166215323078283475544953456189032019019011364844757743363733192096580"", ""60344372807829678125145359838745899166234233879157886123596813325035267340168""]","['Yes', 'No']","['0', '1']",,True,True,8662.879209000004,,2026-04-04T04:07:11.900625Z,2026-04-08T12:00:00Z,"This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 8 Apr '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. ","This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 8 Apr '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",,found,26.7,26,metob_plain,https://www.hko.gov.hk/wxinfo/pastwx/metob202604.htm,read_html_table_0,True,0.0,0.0,True,True,True,True,True,True,formally_certified_upper_tail_threshold
2026-04-09,highest-temperature-in-hong-kong-on-april-9-2026,Highest temperature in Hong Kong on April 9?,345417,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-9-2026,1871855,highest-temperature-in-hong-kong-on-april-9-2026-29corhigher,Will the highest temperature in Hong Kong be 29°C or higher on April 9?,,"29°C or higher | Will the highest temperature in Hong Kong be 29°C or higher on April 9? | This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 9 Apr '26.

The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm

This market can not resolve to ""Yes"" until data for this date has been finalized.

The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. | highest-temperature-in-hong-kong-on-april-9-2026-29corhigher",29.0,True,False,17428582223469959693261692788334178184676077266061986974015056550482061773293,"[""17428582223469959693261692788334178184676077266061986974015056550482061773293"", ""48517843698306796055135419188278592142694136865759628116884018480217766067403""]","['Yes', 'No']","['0', '1']",,True,True,29942.805457999973,,2026-04-05T04:07:43.613853Z,2026-04-09T12:00:00Z,"This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 9 Apr '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution. ","This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 9 Apr '26. The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm This market can not resolve to ""Yes"" until data for this date has been finalized. The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market. Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",,found,28.0,28,metob_plain,https://www.hko.gov.hk/wxinfo/pastwx/metob202604.htm,read_html_table_0,True,0.0,0.0,True,True,True,True,True,True,formally_certified_upper_tail_threshold
